date,Open,High,Low,close,Adj Close,Volume
2019-06-10,108.446999,108.708000,108.367996,108.448997,108.448997,0
2019-06-11,108.366997,108.796997,108.359001,108.359001,108.359001,0
2019-06-12,108.484001,108.557999,108.218002,108.473999,108.473999,0
2019-06-13,108.504997,108.522003,108.165001,108.487999,108.487999,0
2019-06-14,108.315002,108.497002,108.160004,108.320999,108.320999,0
2019-06-17,108.561996,108.723000,108.528000,108.575996,108.575996,0
2019-06-18,108.538002,108.674004,108.097000,108.539001,108.539001,0
2019-06-19,108.580002,108.606003,108.250000,108.572998,108.572998,0
2019-06-20,108.105003,108.105003,107.473000,108.114998,108.114998,0
2019-06-21,107.294998,107.723000,107.045998,107.277000,107.277000,0
2019-06-24,107.320000,107.514999,107.250999,107.311996,107.311996,0
2019-06-25,107.348999,107.403999,106.782997,107.327003,107.327003,0
2019-06-26,107.182999,107.750000,107.164001,107.166000,107.166000,0
2019-06-27,107.734001,108.153000,107.653999,107.737999,107.737999,0
2019-06-28,107.772003,107.848000,107.564003,107.747002,107.747002,0
2019-07-01,108.366997,108.528000,108.108002,108.382004,108.382004,0
2019-07-02,108.386002,108.466003,107.928001,108.365997,108.365997,0
2019-07-03,107.822998,107.862000,107.526001,107.805000,107.805000,0
2019-07-04,107.755997,107.830002,107.707001,107.778999,107.778999,0
2019-07-05,107.814003,108.612999,107.808998,107.807999,107.807999,0
2019-07-08,108.474998,108.724998,108.278000,108.473999,108.473999,0
2019-07-09,108.732002,108.958000,108.716003,108.721001,108.721001,0
2019-07-10,108.924004,108.984001,108.396004,108.924004,108.924004,0
2019-07-11,108.332001,108.346001,107.859001,108.334000,108.334000,0
2019-07-12,108.592003,108.592003,107.955002,108.587997,108.587997,0
2019-07-15,107.828003,108.096001,107.807999,107.832001,107.832001,0
2019-07-16,107.889999,108.360001,107.879997,107.889000,107.889000,0
2019-07-17,108.210999,108.318001,108.068001,108.200996,108.200996,0
2019-07-18,107.919998,107.999001,107.621002,107.936996,107.936996,0
2019-07-19,107.410004,107.782997,107.337997,107.401001,107.401001,0
2019-07-22,107.832001,108.058998,107.711998,107.809998,107.809998,0
2019-07-23,107.882004,108.275002,107.837997,107.903999,107.903999,0
2019-07-24,108.227997,108.259003,107.949997,108.232002,108.232002,0
2019-07-25,108.179001,108.582001,108.040001,108.189003,108.189003,0
2019-07-26,108.668999,108.822998,108.556000,108.666000,108.666000,0
2019-07-29,108.626999,108.890999,108.427002,108.633003,108.633003,0
2019-07-30,108.862999,108.931000,108.449997,108.865997,108.865997,0
2019-07-31,108.553001,108.647003,108.495003,108.561996,108.561996,0
2019-08-01,108.815002,109.278999,108.158997,108.820000,108.820000,0
2019-08-02,107.401001,107.482002,106.553001,107.431000,107.431000,0
2019-08-05,106.596001,106.616997,105.809998,106.577003,106.577003,0
2019-08-06,105.623001,107.045998,105.571999,105.593002,105.593002,0
2019-08-07,106.290001,106.351997,105.560997,106.336998,106.336998,0
2019-08-08,106.125000,106.287003,105.913002,106.121002,106.121002,0
2019-08-09,105.875000,106.041000,105.346001,105.874001,105.874001,0
2019-08-12,105.400002,105.558998,105.049004,105.382004,105.382004,0
2019-08-13,105.384003,106.932999,105.072998,105.358002,105.358002,0
2019-08-14,106.588997,106.598999,105.708000,106.589996,106.589996,0
2019-08-15,105.910004,106.505997,105.709999,105.916000,105.916000,0
2019-08-16,106.092003,106.476997,106.026001,106.083000,106.083000,0
2019-08-19,106.412003,106.663002,106.248001,106.430000,106.430000,0
2019-08-20,106.568001,106.683998,106.183998,106.573997,106.573997,0
2019-08-21,106.292000,106.587997,106.274002,106.274002,106.274002,0
2019-08-22,106.599998,106.647003,106.269997,106.597000,106.597000,0
2019-08-23,106.485001,106.719002,105.294998,106.468002,106.468002,0
2019-08-26,104.871002,106.287003,104.871002,104.851997,104.851997,0
2019-08-27,105.987999,106.056999,105.585999,105.977997,105.977997,0
2019-08-28,105.747002,105.933998,105.653999,105.737999,105.737999,0
2019-08-29,106.091003,106.533997,105.833000,106.070000,106.070000,0
2019-08-30,106.466003,106.537003,106.115997,106.438004,106.438004,0
2019-09-02,106.153999,106.392998,106.074997,106.127998,106.127998,0
2019-09-03,106.194000,106.377998,105.750000,106.193001,106.193001,0
2019-09-04,105.862999,106.320999,105.832001,105.861000,105.861000,0
2019-09-05,106.343002,107.193001,106.335999,106.324997,106.324997,0
2019-09-06,107.070000,107.089996,106.629997,107.071999,107.071999,0
2019-09-09,106.941002,107.167999,106.769997,106.945000,106.945000,0
2019-09-10,107.317001,107.496002,107.205002,107.336998,107.336998,0
2019-09-11,107.582001,107.847000,107.558998,107.599998,107.599998,0
2019-09-12,107.999001,108.135002,107.540001,108.021004,108.021004,0
2019-09-13,108.178001,108.254997,107.919998,108.176003,108.176003,0
2019-09-16,107.764999,108.055000,107.499001,107.764999,107.764999,0
2019-09-17,108.144997,108.339996,108.027000,108.161003,108.161003,0
2019-09-18,108.100998,108.265999,108.097000,108.086998,108.086998,0
2019-09-19,108.434998,108.463997,107.802002,108.425003,108.425003,0
2019-09-20,108.068001,108.068001,107.769997,108.041000,108.041000,0
2019-09-23,107.635002,107.763000,107.309998,107.652000,107.652000,0
2019-09-24,107.607002,107.764999,107.250000,107.613998,107.613998,0
2019-09-25,107.177002,107.791000,107.004997,107.163002,107.163002,0
2019-09-26,107.681999,107.721001,107.434998,107.692001,107.692001,0
2019-09-27,107.744003,108.172997,107.655998,107.755997,107.755997,0
2019-09-30,107.931999,108.139999,107.745003,107.944000,107.944000,0
2019-10-01,108.057999,108.447998,107.669998,108.069000,108.069000,0
2019-10-02,107.732002,107.884003,107.183998,107.737000,107.737000,0
2019-10-03,107.150002,107.291000,106.505997,107.163002,107.163002,0
2019-10-04,106.822998,107.113998,106.656998,106.825996,106.825996,0
2019-10-07,106.763000,107.068001,106.689003,106.764000,106.764000,0
2019-10-08,107.255997,107.435997,106.810997,107.250999,107.250999,0
2019-10-09,106.950996,107.453003,106.950996,106.960999,106.960999,0
2019-10-10,107.223000,107.972000,107.181999,107.178001,107.178001,0
2019-10-11,107.851997,108.608002,107.851997,107.879997,107.879997,0
2019-10-14,108.459000,108.459000,108.051003,108.459000,108.459000,0
2019-10-15,108.375999,108.879997,108.155998,108.388000,108.388000,0
2019-10-16,108.817001,108.839996,108.605003,108.817001,108.817001,0
2019-10-17,108.675003,108.917999,108.512001,108.677002,108.677002,0
2019-10-18,108.591003,108.717003,108.419998,108.581001,108.581001,0
2019-10-21,108.404999,108.660004,108.369003,108.407997,108.407997,0
2019-10-22,108.602997,108.717003,108.466003,108.600998,108.600998,0
2019-10-23,108.473000,108.663002,108.252998,108.483002,108.483002,0
2019-10-24,108.612000,108.741997,108.501999,108.641998,108.641998,0
2019-10-25,108.612000,108.758003,108.515999,108.606003,108.606003,0
2019-10-28,108.725998,109.030998,108.657997,108.734001,108.734001,0
2019-10-29,108.969002,109.042999,108.802002,108.963997,108.963997,0
2019-10-30,108.886002,108.969002,108.810997,108.874001,108.874001,0
2019-10-31,108.793999,108.855003,108.054001,108.789001,108.789001,0
2019-11-01,108.016998,108.236000,107.912003,107.996002,107.996002,0
2019-11-04,108.209999,108.609001,108.205002,108.220001,108.220001,0
2019-11-05,108.697998,109.190002,108.651001,108.694000,108.694000,0
2019-11-06,109.132004,109.174004,108.829002,109.146004,109.146004,0
2019-11-07,108.914001,109.426003,108.656998,108.913002,108.913002,0
2019-11-08,109.272003,109.462997,109.083000,109.274002,109.274002,0
2019-11-11,109.210999,109.237999,108.904999,109.225998,109.225998,0
2019-11-12,109.046997,109.288002,108.986000,109.042000,109.042000,0
2019-11-13,108.997002,109.140999,108.677002,108.992996,108.992996,0
2019-11-14,108.787003,108.857002,108.274002,108.797997,108.797997,0
2019-11-15,108.486000,108.851997,108.453003,108.491997,108.491997,0
2019-11-18,108.703003,109.063004,108.515999,108.698997,108.698997,0
2019-11-19,108.681000,108.830002,108.452003,108.662003,108.662003,0
2019-11-20,108.485001,108.721001,108.358002,108.445000,108.445000,0
2019-11-21,108.486000,108.664001,108.278000,108.477997,108.477997,0
2019-11-22,108.579002,108.717003,108.476997,108.584999,108.584999,0
2019-11-25,108.728996,108.956001,108.698997,108.730003,108.730003,0
2019-11-26,108.992996,109.170998,108.876999,108.991997,108.991997,0
2019-11-27,109.084000,109.392998,109.059998,109.097000,109.097000,0
2019-11-28,109.375999,109.542999,109.343002,109.366997,109.366997,0
2019-11-29,109.516998,109.662003,109.425003,109.512001,109.512001,0
2019-12-02,109.531998,109.720001,108.999001,109.535004,109.535004,0
2019-12-03,109.014000,109.204002,108.500000,109.022003,109.022003,0
2019-12-04,108.669998,108.889999,108.430000,108.653000,108.653000,0
2019-12-05,108.837997,108.987000,108.670998,108.832001,108.832001,0
2019-12-06,108.753998,108.907997,108.547997,108.737999,108.737999,0
2019-12-09,108.614998,108.625999,108.428001,108.626999,108.626999,0
2019-12-10,108.598999,108.750999,108.519997,108.582001,108.582001,0
2019-12-11,108.771004,108.782997,108.637001,108.764000,108.764000,0
2019-12-12,108.541000,109.299004,108.457001,108.549004,108.549004,0
2019-12-13,109.414001,109.695999,109.209000,109.413002,109.413002,0
2019-12-16,109.379997,109.668999,109.353996,109.400002,109.400002,0
2019-12-17,109.571999,109.627998,109.462997,109.575996,109.575996,0
2019-12-18,109.523003,109.622002,109.398003,109.515999,109.515999,0
2019-12-19,109.544998,109.669998,109.214996,109.551003,109.551003,0
2019-12-20,109.390999,109.489998,109.259003,109.383003,109.383003,0
2019-12-23,109.492996,109.492996,109.337997,109.499001,109.499001,0
2019-12-24,109.383003,109.428001,109.322998,109.382004,109.382004,0
2019-12-25,109.379997,109.781998,109.309998,109.383003,109.383003,0
2019-12-26,109.373001,109.681999,109.366997,109.369003,109.369003,0
2019-12-27,109.538002,109.585999,109.426003,109.542000,109.542000,0
2019-12-30,109.438004,109.438004,108.773003,109.428001,109.428001,0
2019-12-31,108.867996,108.867996,108.469002,108.873001,108.873001,0
2020-01-01,108.680000,111.410004,108.629997,108.681000,108.681000,0
2020-01-02,108.713997,108.860001,108.221001,108.712997,108.712997,0
2020-01-03,108.540001,108.551003,107.915001,108.542999,108.542999,0
2020-01-06,107.999001,108.410004,107.921997,107.963997,107.963997,0
2020-01-07,108.411003,108.616997,108.261002,108.405998,108.405998,0
2020-01-08,107.977997,109.088997,107.656998,108.015999,108.015999,0
2020-01-09,109.049004,109.575996,109.049004,109.030998,109.030998,0
2020-01-10,109.499001,109.675003,109.456001,109.507004,109.507004,0
2020-01-13,109.533997,109.934998,109.531998,109.566002,109.566002,0
2020-01-14,110.000000,110.170998,109.890999,109.991997,109.991997,0
2020-01-15,109.874001,109.996002,109.792000,109.853996,109.853996,0
2020-01-16,109.875999,110.169998,109.875999,109.883003,109.883003,0
2020-01-17,110.168999,110.275002,110.057999,110.175003,110.175003,0
2020-01-20,110.195000,110.212997,110.113998,110.180000,110.180000,0
2020-01-21,110.179001,110.218002,109.862000,110.172997,110.172997,0
2020-01-22,109.918999,110.077003,109.836998,109.907997,109.907997,0
2020-01-23,109.736000,109.750000,109.268997,109.727997,109.727997,0
2020-01-24,109.565002,109.646004,109.305000,109.552002,109.552002,0
2020-01-27,108.814003,109.132004,108.814003,108.802002,108.802002,0
2020-01-28,108.929001,109.188004,108.762001,108.919998,108.919998,0
2020-01-29,109.129997,109.225998,108.994003,109.132004,109.132004,0
2020-01-30,108.996002,109.038002,108.656998,108.987000,108.987000,0
2020-01-31,108.908997,109.114998,108.341003,108.876999,108.876999,0
2020-02-03,108.380997,108.795998,108.365997,108.372002,108.372002,0
2020-02-04,108.610001,109.438004,108.557999,108.612000,108.612000,0
2020-02-05,109.444000,109.834000,109.311996,109.446999,109.446999,0
2020-02-06,109.804001,109.980003,109.780998,109.814003,109.814003,0
2020-02-07,109.955002,109.978996,109.530998,109.968002,109.968002,0
2020-02-10,109.628998,109.870003,109.611000,109.644997,109.644997,0
2020-02-11,109.758003,109.954002,109.741997,109.765999,109.765999,0
2020-02-12,109.836998,110.121002,109.790001,109.843002,109.843002,0
2020-02-13,109.857002,109.976997,109.627998,109.846001,109.846001,0
2020-02-14,109.786003,109.907997,109.705002,109.758003,109.758003,0
2020-02-17,109.777000,109.954002,109.721001,109.791000,109.791000,0
2020-02-18,109.829002,109.940002,109.655998,109.830002,109.830002,0
2020-02-19,109.928001,111.302002,109.865997,109.918999,109.918999,0
2020-02-20,111.202003,112.185997,111.112999,111.209999,111.209999,0
2020-02-21,111.967003,112.167999,111.516998,111.954002,111.954002,0
2020-02-24,111.555000,111.656998,110.510002,111.556999,111.556999,0
2020-02-25,110.866997,111.035004,110.039001,110.857002,110.857002,0
2020-02-26,110.278999,110.689003,110.148003,110.286003,110.286003,0
2020-02-27,110.358002,110.388000,109.707001,110.362999,110.362999,0
2020-02-28,109.657997,109.657997,107.778000,109.660004,109.660004,0
2020-03-02,107.751999,108.557999,107.415001,107.696999,107.696999,0
2020-03-03,108.446999,108.446999,107.221001,108.487000,108.487000,0
2020-03-04,107.069000,107.670998,107.047997,107.037003,107.037003,0
2020-03-05,107.653000,107.653000,106.508003,107.677002,107.677002,0
2020-03-06,106.261002,106.335999,104.996002,106.248001,106.248001,0
2020-03-09,103.973000,104.257004,101.282997,103.938004,103.938004,0
2020-03-10,103.108002,105.189003,102.738998,103.112000,103.112000,0
2020-03-11,105.070999,105.280998,104.119003,105.026001,105.026001,0
2020-03-12,104.639999,105.716003,103.138000,104.550003,104.550003,0
2020-03-13,104.709000,107.471001,104.691002,104.610001,104.610001,0
2020-03-16,106.579002,107.528999,105.147003,106.688004,106.688004,0
2020-03-17,106.259003,107.560997,106.079002,106.175003,106.175003,0
2020-03-18,107.342003,108.487999,106.759003,107.376999,107.376999,0
2020-03-19,108.413002,110.139000,108.196999,108.360001,108.360001,0
2020-03-20,111.300003,111.336998,109.375999,111.291000,111.291000,0
2020-03-23,110.403999,111.348999,109.681000,110.461998,110.461998,0
2020-03-24,110.863998,111.487000,110.113998,110.827003,110.827003,0
2020-03-25,111.114998,111.667999,110.751999,111.120003,111.120003,0
2020-03-26,110.858002,110.933998,109.361000,110.875999,110.875999,0
